DUNS_NUMBER;CAE1;NOME;MORADA;LOCALIDADE;COD_POSTAL;ENDERECO_POSTAL;CONCELHO;DISTRITO;TELEFONE;FAX;EMAIL;WEBSITE;NUMERO_CONTRIBUINTE;VENDAS;EMPREGADOS;FUNCAO_E7;TITULO_ACADEMICO_E7;NOME_E7
450631767;43210;MONOFASICA - ESTUDOS, MONTAGENS E INDÚSTRIA DE INSTALAÇÕES ELÉCTRICAS, S.A.;RUA ALEXANDRE BRAGA, 4A;LISBOA;1150-004;LISBOA;LISBOA;LISBOA;219958100;219958070;geral@monofasica.com;www.monofasica.com;501204903;30850692.9;145;Director de Marketing;Enga.;Maria Manuela Rosa de Jesus António Nunes
449189992;42990;ECOP - EMPRESA DE CONSTRUÇÕES E OBRAS PÚBLICAS ARNALDO DE OLIVEIRA, S.A.;ESTRADA INTERIOR DA CIRCUNVALAÇÃO, 5559;PORTO;4350-258;PORTO;PORTO;PORTO;220910400;;ecop@ecop.pt;www.ecop.pt;500345449;30820423.05;152;Director de Marketing;Dr.;Nuno Filipe dos Santos Oliveira e Silva Paranhos
453219594;46494;LUXOTTICA PORTUGAL - COMÉRCIO DE ÓPTICA, S.A.;RUA JOÃO DE FREITAS BRANCO, 32C;LISBOA;1500-359;LISBOA;LISBOA;LISBOA;217221300;217270697;info@pt.luxottica.com;www.luxottica.com;502333170;30710097;23;Director de Marketing;;Teresa Faria
449102078;20130;UNIÃO INDUSTRIAL TEXTIL E QUIMICA - UNITECA, S.A.;BEDUIDO QUINTA DA INDUSTRIA;ESTARREJA;3860-680;ESTARREJA;ESTARREJA;AVEIRO;234810420;222083476;uniteca@uniteca.pt;;500292116;30682865.51;220;Director de Marketing;Eng.;Jose Silva Magalhães
454205634;47111;ALISUPER - EXPLORAÇÃO DE SUPERMERCADOS DO ALGARVE, S.A.;POÇO DEÃO;SILVES;8300-952;SILVES;SILVES;FARO;282440500;282445212;alisuper@alisuper.pt;www.alisuper.com;502850663;30670606.98;259;Director de Marketing;;Paulo Martins
450426267;49410;TRANSPORTES BROLIVEIRA, LDA;AREIAS GONDEMARIA;OURÉM;2494-909;OURÉM;OURÉM;SANTARÉM;249580568;249581692;info@broliveira.pt;www.broliveira.pt;500425353;30652427.55;276;Director de Marketing;Dr.;Carlos Moita
453341760;28222;EFACEC - AUTOMAÇÃO E ROBÓTICA, S.A.;RUA ENGENHEIRO FREDERICO ULRICH - MOREIRA;MAIA;4470-605;MAIA;MAIA;PORTO;229431900;229480700;ro@efacec.pt;www.efacec.pt;502533412;30639995.3;75;Director de Marketing;Eng.;Luís Gomes
449152453;10510;INDÚSTRIAS ALIMENTARES GELGURTE, LDA;ESTRADA NACIONAL 18;GUARDA;6300-951;GUARDA;GUARDA;GUARDA;271200900;271223710;geral@gelgurte.pt;;500138877;30575615.79;164;Director de Marketing;Dr.;Pedro Foles
450515176;45110;SODICENTRO - COMÉRCIO DE VEÍCULOS, LDA;RUA DOUTOR MANUEL ALMEIDA E SOUSA, 297;COIMBRA;3025-046;COIMBRA;COIMBRA;COIMBRA;239497450;239497459;geral.leiria@sodicentro.pt;www.sodicentro.pt;501328459;30447685.81;116;Director de Marketing;Dr.;Miguel Callé da Cunha Lucas
452736325;29320;I.M.- INAPAL METAL, S.A.;RUA GOMES TEIXEIRA, 153 - ESPRELA;SÃO MARTINHO BOUGADO;4785-167;TROFA;TROFA;PORTO;252409320;252409333;comercial@inapalmetal.pt;www.inapalmetal.pt;502248092;30344624.77;270;Director de Marketing;;Ricardo Leão
449065887;46442;JOHNSON'S WAX DE PORTUGAL - PRODUTOS QUÍMICOS, LDA;RUA MAESTRO RAÚL PORTELA, 1;CAXIAS;2760-079;CAXIAS;OEIRAS;LISBOA;214408130;214427320;ptgeral@scj.com;www.scj.com;500062374;30318016.18;20;Director de Marketing;Dra.;Helena Paulino
